"org_id","year","field","employees","expenses","grant_amount","gov_grant","private_grant","beneficiaries_served","rating"
309,2023,"Education",33,376405,2800,0,1,202,4
809,2023,"Education",34,802960,45611,0,0,177,5
461,2021,"Education",36,1391276,82246,1,1,203,5
243,2017,"Other",30,238712,40228,0,1,188,3
14,2019,"Other",36,1692099,156529,1,1,167,4
509,2022,"Health",36,470711,52253,0,1,209,4
690,2019,"Education",47,478776,34011,0,1,206,2
690,2012,"Education",30,259124,6662,0,1,189,4
128,2018,"Health",36,134352,102233,1,0,194,2
305,2019,"Other",31,226032,47653,0,0,217,3
485,2013,"Arts",28,374192,77983,0,0,186,4
556,2012,"Other",35,88386,6329,1,1,215,3
726,2019,"Arts",33,771409,87518,1,1,219,1
362,2023,"Other",32,113749,44095,0,0,207,4
697,2024,"Arts",32,215795,158815,0,1,196,3
340,2020,"Health",39,56685,62147,0,0,202,4
296,2015,"Environment",31,519717,106045,0,0,217,4
511,2021,"Education",29,774594,15839,1,1,199,3
509,2013,"Education",28,634054,188399,1,0,224,3
3,2021,"Other",34,978634,468,1,0,202,4
827,2019,"Education",26,523108,5066,0,1,224,3
668,2024,"Education",29,436627,35180,0,1,172,4
822,2015,"Health",32,259481,168287,0,1,212,3
402,2012,"Arts",36,1408589,148976,0,1,185,3
886,2023,"Other",31,638927,78296,1,0,233,2
609,2016,"Health",32,960580,13846,1,1,199,4
872,2012,"Other",35,865957,98589,1,1,172,4
852,2021,"Other",37,835152,19698,0,1,202,2
270,2017,"Other",31,321058,58748,0,0,225,4
541,2021,"Health",39,479553,20856,1,0,213,4
571,2022,"Environment",31,873073,43504,0,0,201,3
588,2021,"Health",31,198463,151770,0,1,192,5
524,2021,"Environment",33,119139,16802,0,1,198,5
624,2020,"Environment",33,157892,367921,0,1,188,4
533,2016,"Other",31,817578,301316,0,1,222,3
892,2019,"Other",39,555390,110916,1,0,214,4
450,2021,"Health",38,1623629,21775,1,1,217,5
840,2015,"Environment",20,168393,39376,1,0,195,4
138,2021,"Environment",21,982390,58629,1,1,191,1
747,2018,"Other",26,690791,10530,0,1,207,3
226,2017,"Health",28,517171,35540,0,0,190,3
285,2022,"Other",26,487373,13151,0,1,193,2
376,2021,"Education",38,827826,28426,1,1,200,1
315,2017,"Health",38,1106328,12338,0,1,189,3
526,2013,"Environment",39,644719,231032,1,0,214,5
118,2018,"Health",26,1286595,27181,1,1,176,4
106,2022,"Health",34,1226482,23782,1,0,211,3
219,2016,"Health",29,1442409,27543,0,0,217,4
708,2024,"Other",26,9253948,9510,0,1,216,3
282,2013,"Arts",34,168015,97971,0,1,203,5
309,2015,"Environment",28,437945,1020,1,0,183,3
798,2016,"Arts",34,179614,47739,0,0,213,3
455,2017,"Environment",27,1039977,12599,0,1,215,3
617,2017,"Health",31,490404,141697,0,1,189,4
190,2020,"Health",30,604567,830,0,1,211,4
735,2014,"Other",44,1257251,228602,1,1,202,1
150,2013,"Arts",38,870888,60041,0,0,199,2
543,2022,"Education",37,369815,4650,1,1,209,5
4,2024,"Education",29,836162,128771,1,1,198,4
654,2020,"Environment",31,1319473,4855,0,0,178,3
708,2013,"Environment",37,340945,157420,0,0,208,3
791,2021,"Other",29,604011,43955,1,1,188,3
732,2019,"Other",32,1416461,65944,1,0,208,4
399,2022,"Environment",27,295460,12483,0,0,182,3
382,2016,"Environment",23,210007,97903,0,1,236,5
866,2018,"Other",38,28043,59486,0,1,197,4
789,2020,"Health",32,645960,76793,0,1,203,4
38,2013,"Education",32,1763372,99568,1,0,215,4
848,2017,"Environment",21,1765951,4773,0,0,210,5
689,2016,"Arts",24,477640,106247,1,1,197,3
423,2019,"Arts",35,907217,152976,1,0,183,4
856,2021,"Education",32,992080,101030,0,0,185,2
75,2023,"Health",28,796498,49357,0,1,199,3
47,2022,"Environment",32,485328,23585,1,0,180,3
832,2015,"Other",26,928998,31798,0,0,219,5
619,2014,"Environment",33,88119,106785,0,0,202,4
444,2012,"Environment",37,552440,41344,0,1,202,4
519,2019,"Arts",32,572058,176158,0,1,178,3
449,2014,"Health",31,198390,77225,0,1,200,4
255,2021,"Arts",25,3005749,157385,0,1,203,3
558,2023,"Arts",30,401598,205143,0,0,205,2
341,2024,"Health",31,492584,37581,0,0,193,2
541,2023,"Health",26,361793,152868,0,1,216,4
515,2024,"Environment",35,318576,112867,1,1,209,4
172,2022,"Arts",32,428497,1485,1,0,213,5
399,2012,"Environment",23,1470217,77804,1,1,202,5
385,2023,"Arts",45,413291,85790,1,1,201,4
832,2018,"Environment",34,110111,70521,0,1,223,5
339,2014,"Environment",34,1394203,23606,1,1,192,5
571,2018,"Other",35,194143,3038,0,1,195,5
485,2015,"Environment",28,422999,50072,0,1,189,3
892,2024,"Other",33,679765,110115,1,1,200,4
105,2015,"Arts",33,178397,21393,0,0,210,5
466,2023,"Environment",35,550850,123335,1,1,186,4
83,2018,"Health",33,187798,105321,0,1,184,2
637,2012,"Other",30,386503,118081,0,0,203,2
348,2020,"Arts",27,396379,94901,0,0,209,3
296,2021,"Environment",38,233884,43455,0,1,189,4
57,2013,"Environment",41,102181,94890,0,1,192,4
537,2022,"Arts",32,331768,196433,0,0,195,4
221,2015,"Education",24,1324265,122974,0,1,209,4
629,2015,"Environment",31,335817,110054,0,1,196,5
111,2019,"Education",31,377408,31120,0,0,191,4
550,2023,"Education",32,537759,23862,0,0,191,5
726,2018,"Health",29,164473,95948,1,1,209,4
332,2014,"Arts",27,172371,53088,0,0,188,5
699,2023,"Arts",35,374726,138436,0,0,190,3
524,2013,"Arts",34,941270,23703,0,0,228,3
710,2017,"Arts",36,1663651,88937,1,1,196,3
231,2014,"Health",28,371262,90987,0,0,205,1
715,2021,"Arts",35,460261,77790,0,1,184,3
706,2019,"Education",29,1524141,14826,1,1,195,2
403,2017,"Other",26,297705,91823,0,0,236,4
826,2020,"Other",33,344360,22902,0,1,182,4
290,2023,"Environment",35,327071,118208,0,1,189,4
7,2015,"Arts",31,783535,57982,1,0,186,4
554,2024,"Health",29,96470,28655,1,0,186,4
416,2020,"Health",29,392856,81544,0,1,195,3
192,2020,"Other",29,498374,126519,0,0,216,3
813,2019,"Environment",33,513096,8039,0,0,198,1
601,2022,"Arts",35,892663,59529,0,0,188,3
175,2024,"Environment",31,413116,390397,1,1,198,4
459,2020,"Arts",36,267178,45159,0,1,207,4
680,2018,"Health",44,903146,111221,1,1,217,2
296,2021,"Arts",30,415110,56984,0,1,198,1
853,2023,"Education",24,122658,18317,0,1,212,3
684,2016,"Arts",33,343620,57411,1,1,176,2
748,2022,"Arts",36,8186990,106733,0,1,208,3
336,2024,"Other",30,696864,129688,1,1,218,2
280,2020,"Environment",30,429505,164820,0,1,208,4
494,2018,"Health",22,5140971,85971,1,1,222,3
347,2015,"Environment",41,1458362,72338,1,1,204,4
368,2015,"Education",41,250606,602,0,1,231,4
486,2012,"Health",38,283697,20666,0,1,216,2
701,2024,"Other",23,94496,18983,1,1,207,5
805,2021,"Arts",29,103989,3778,0,0,201,3
457,2022,"Environment",43,454473,21867,1,1,213,4
12,2023,"Arts",32,639775,135244,0,1,211,4
125,2013,"Health",37,1916380,82917,0,1,190,5
159,2022,"Other",27,169059,49700,0,0,203,3
688,2024,"Arts",26,2429049,204561,0,0,186,4
676,2019,"Environment",37,239655,4206,1,1,201,3
693,2023,"Education",21,319444,183307,1,0,189,3
423,2014,"Environment",42,247158,251021,1,0,188,4
309,2024,"Other",32,139782,53732,0,1,207,3
678,2017,"Arts",29,4067489,53327,0,1,190,4
733,2019,"Education",32,414537,33711,0,0,199,4
312,2015,"Health",33,395557,149071,0,0,202,4
716,2017,"Arts",31,1825330,9724,0,0,209,4
1,2022,"Environment",40,207361,310818,1,0,180,3
273,2015,"Environment",30,407083,109974,1,1,218,4
318,2014,"Other",34,429202,28398,0,1,203,5
687,2018,"Other",29,1023842,62250,0,0,192,5
488,2021,"Other",33,810378,23602,0,1,222,5
20,2022,"Other",34,4235262,30803,0,0,208,5
521,2017,"Other",23,1003431,128723,0,1,228,5
822,2021,"Arts",36,234207,98831,0,1,185,4
378,2013,"Health",34,164881,9038,1,1,202,3
148,2024,"Environment",37,312845,29458,0,0,193,4
660,2020,"Education",34,477922,153120,0,0,208,4
553,2022,"Environment",25,1516713,193957,0,1,204,4
562,2012,"Other",27,405396,46574,1,1,226,4
376,2018,"Environment",33,1741667,68676,1,1,213,5
57,2020,"Other",40,2485667,3562,0,1,216,3
41,2019,"Other",32,399314,44147,0,0,192,5
261,2017,"Arts",24,5539766,62544,0,1,182,4
153,2023,"Arts",34,898382,22202,0,0,213,3
23,2019,"Other",31,626637,22020,0,1,204,4
101,2014,"Health",30,226425,47720,0,0,197,3
211,2019,"Education",38,310765,104762,0,1,188,1
